Trajectories
100
,,1:11,,,1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
1,0,75.5102,237.527,860.04,8.35076,261.617,889.843
2,0,75.4952,237.518,860.033,8.34862,261.649,889.862
3,0,75.4678,237.522,860.038,8.32803,261.613,889.844
4,0,75.4712,237.496,860.036,8.30571,261.57,889.814
5,0,75.4518,237.472,860.015,8.29145,261.553,889.817
6,0,75.434,237.45,860.02,8.29814,261.524,889.81
7,0,75.4336,237.4,859.994,8.28054,261.467,889.792
8,0,75.4438,237.39,859.961,8.28573,261.497,889.814
9,0,75.4314,237.365,859.955,8.29059,261.475,889.824
10,0,75.4592,237.33,859.952,8.32262,261.46,889.814
11,0,75.4714,237.358,859.981,8.33317,261.418,889.798
12,0,75.5152,237.327,859.949,8.34558,261.379,889.788
13,0,75.5395,237.281,859.948,8.37527,261.355,889.756
14,0,75.5529,237.302,859.952,8.39189,261.324,889.759
15,0,75.5602,237.285,859.943,8.41266,261.303,889.766
16,0,75.5609,237.301,859.939,8.402,261.292,889.748
17,0,75.5636,237.291,859.945,8.40116,261.327,889.79
18,0,75.5779,237.304,859.948,8.38996,261.307,889.757
19,0,75.5593,237.276,859.922,8.38931,261.336,889.779
20,0,75.5218,237.302,859.923,8.34825,261.335,889.775
21,0,75.5036,237.312,859.934,8.33646,261.359,889.772
22,0,75.4947,237.346,859.955,8.31671,261.399,889.799
23,0,75.486,237.343,859.951,8.30299,261.375,889.768
24,0,75.4758,237.352,859.962,8.30561,261.374,889.775
25,0,75.473,237.324,859.946,8.30586,261.381,889.786
26,0,75.461,237.343,859.959,8.29556,261.411,889.794
27,0,75.4688,237.328,859.939,8.28555,261.35,889.751
28,0,75.444,237.328,859.94,8.27703,261.377,889.748
29,0,75.4243,237.325,859.943,8.26676,261.376,889.753
30,0,75.4221,237.308,859.927,8.25666,261.363,889.731
31,0,75.4142,237.337,859.926,8.23034,261.388,889.738
32,0,75.3999,237.364,859.936,8.22505,261.403,889.71
33,0,75.3818,237.358,859.923,8.18238,261.417,889.713
34,0,75.3546,237.401,859.929,8.184,261.454,889.733
35,0,75.3417,237.392,859.929,8.17686,261.517,889.759
36,0,75.3143,237.431,859.946,8.16177,261.568,889.752
37,0,75.3092,237.493,859.981,8.14692,261.614,889.777
38,0,75.2834,237.463,859.959,8.1264,261.637,889.76
39,0,75.265,237.48,859.966,8.0924,261.648,889.782
40,0,75.2335,237.516,859.987,8.08898,261.651,889.75
41,0,75.2272,237.479,859.966,8.06399,261.625,889.744
42,0,75.1909,237.506,859.989,8.06112,261.634,889.734
43,0,75.1951,237.469,859.964,8.02988,261.63,889.745
44,0,75.1821,237.487,859.977,8.01237,261.607,889.707
45,0,75.1775,237.48,859.955,8.01055,261.627,889.723
46,0,75.1737,237.434,859.939,7.99166,261.618,889.716
47,0,75.1549,237.458,859.98,8.01307,261.629,889.701
48,0,75.1654,237.414,859.927,7.99152,261.573,889.673
49,0,75.1693,237.42,859.929,7.98322,261.614,889.705
50,0,75.1835,237.418,859.911,7.99114,261.533,889.667
51,0,75.1859,237.425,859.939,7.99904,261.5,889.655
52,0,75.1923,237.411,859.929,7.99697,261.501,889.661
53,0,75.1905,237.416,859.946,7.99118,261.465,889.63
54,0,75.1895,237.412,859.931,7.99853,261.499,889.65
55,0,75.1878,237.383,859.927,8.00398,261.516,889.639
56,0,75.1967,237.413,859.932,7.991,261.553,889.647
57,0,75.1805,237.431,859.927,7.99246,261.515,889.645
58,0,75.1936,237.465,859.965,7.9922,261.537,889.648
59,0,75.1965,237.44,859.93,7.96439,261.564,889.656
60,0,75.1963,237.46,859.954,7.99131,261.559,889.66
61,0,75.1755,237.486,859.965,7.97855,261.593,889.661
62,0,75.1738,237.47,859.955,7.97233,261.592,889.664
63,0,75.1621,237.422,859.948,7.96953,261.559,889.633
64,0,75.1671,237.413,859.937,7.96321,261.556,889.649
65,0,75.165,237.373,859.912,7.96252,261.489,889.591
66,0,75.172,237.387,859.932,7.96226,261.472,889.582
67,0,75.1757,237.377,859.917,7.9548,261.476,889.612
68,0,75.1768,237.362,859.919,7.95713,261.447,889.61
69,0,75.1796,237.333,859.896,7.97157,261.435,889.61
70,0,75.1813,237.305,859.893,7.9786,261.418,889.601
71,0,75.1866,237.328,859.908,7.99172,261.432,889.605
72,0,75.1896,237.322,859.89,7.98244,261.428,889.602
73,0,75.1881,237.334,859.885,7.98059,261.447,889.616
74,0,75.1712,237.356,859.907,7.98658,261.439,889.582
75,0,75.1832,237.373,859.917,7.97437,261.452,889.58
76,0,75.1646,237.394,859.901,7.96001,261.485,889.594
77,0,75.1552,237.418,859.92,7.95669,261.523,889.594
78,0,75.1456,237.469,859.926,7.96104,261.547,889.6
79,0,75.146,237.444,859.922,7.9372,261.588,889.614
80,0,75.1235,237.461,859.922,7.95196,261.605,889.614
81,0,75.1194,237.471,859.902,7.94608,261.637,889.621
82,0,75.1259,237.489,859.923,7.94536,261.626,889.615
83,0,75.1285,237.5,859.928,7.94829,261.677,889.625
84,0,75.1274,237.534,859.948,7.93589,261.657,889.623
85,0,75.1236,237.517,859.94,7.94734,261.69,889.657
86,0,75.1165,237.479,859.927,7.93881,261.647,889.647
87,0,75.1238,237.464,859.919,7.93818,261.603,889.642
88,0,75.1218,237.457,859.923,7.9341,261.599,889.648
89,0,75.1313,237.459,859.925,7.94465,261.559,889.627
90,0,75.1414,237.384,859.898,7.96021,261.513,889.599
91,0,75.1504,237.395,859.897,7.94751,261.497,889.618
92,0,75.1649,237.358,859.879,7.96842,261.467,889.613
93,0,75.1719,237.398,859.905,7.98108,261.468,889.606
