Trajectories
100
,,1:11,,,1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
439,0,59.6807,424.856,864.79,16.0406,489.937,875.091
440,0,59.6305,424.829,864.755,15.9785,489.948,875.063
441,0,59.5399,424.841,864.74,15.878,490.048,875.072
442,0,59.4585,424.846,864.729,15.8146,490.072,875.021
443,0,59.4017,424.771,864.727,15.7806,490.074,875.006
444,0,59.3634,424.777,864.737,15.7648,490.076,875.008
445,0,59.34,424.788,864.741,15.7651,490.076,874.956
446,0,59.2986,424.78,864.719,15.7435,490.115,874.938
447,0,59.287,424.764,864.749,15.7719,490.122,874.925
448,0,59.2844,424.783,864.742,15.7968,490.175,874.919
449,0,59.3022,424.799,864.74,15.8163,490.213,874.909
450,0,59.3075,424.823,864.758,15.8405,490.197,874.892
451,0,59.307,424.826,864.744,15.8495,490.243,874.884
452,0,59.2871,424.82,864.754,15.8459,490.216,874.834
453,0,59.2917,424.794,864.753,15.8683,490.252,874.853
454,0,59.2842,424.804,864.75,15.894,490.222,874.802
455,0,59.2449,424.781,864.766,15.9145,490.281,874.836
456,0,59.2503,424.804,864.743,15.9018,490.3,874.824
457,0,59.2239,424.821,864.745,15.9162,490.342,874.816
458,0,59.2074,424.845,864.754,15.909,490.351,874.784
459,0,59.2039,424.934,864.695,15.9171,490.403,874.774
460,0,59.1856,424.981,864.711,15.9391,490.429,874.754
461,0,59.2572,425.4,864.504,15.9188,490.498,874.752
462,0,59.2171,425.434,864.516,15.9411,490.552,874.734
463,0,59.1889,425.431,864.487,15.9353,490.61,874.706
464,0,59.1434,425.445,864.515,15.9496,490.638,874.659
465,0,59.0925,425.438,864.491,15.9628,490.69,874.64
466,0,59.0183,425.423,864.513,15.9813,490.74,874.601
467,0,58.933,425.402,864.482,15.9664,490.747,874.587
468,0,58.8541,425.385,864.49,16.1924,490.694,874.497
469,0,58.6988,425.353,864.466,15.9294,490.839,874.6
470,0,58.5262,425.294,864.475,15.8592,490.769,874.567
471,0,58.3322,425.191,864.443,15.7646,490.343,874.146
472,0,58.1764,424.898,864.579,15.6948,490.313,874.135
473,0,57.9801,424.846,864.577,15.6205,490.347,874.163
474,0,57.7453,424.772,864.617,15.5316,490.332,874.138
475,0,57.5167,424.736,864.65,15.4523,490.364,874.151
476,0,57.3088,424.714,864.696,15.367,490.337,874.144
477,0,57.0675,424.656,864.756,15.4428,490.34,874.159
478,0,56.8845,424.688,864.798,15.3086,490.353,874.184
479,0,56.7095,424.695,864.819,15.1701,490.411,874.187
480,0,56.5337,424.759,864.924,15.032,490.468,874.19
481,0,56.3707,424.843,864.988,14.9223,490.572,874.218
482,0,56.2452,424.883,865.056,14.8304,490.785,874.323
483,0,56.1537,424.953,865.126,14.7582,490.843,874.329
484,0,56.122,425,865.209,14.7104,490.919,874.38
485,0,56.1379,425.083,865.345,14.6748,490.979,874.409
486,0,56.2268,425.183,865.476,14.7405,491.067,874.421
487,0,56.4053,425.301,865.608,14.878,491.104,874.373
488,0,56.6886,425.377,865.765,15.1427,491.092,874.341
489,0,57.0329,425.441,865.846,15.5214,491.143,874.264
490,0,57.4757,425.428,866.013,16.1292,491.214,874.271
491,0,58.0046,425.44,866.167,16.8188,491.59,874.729
492,0,58.7642,425.394,866.312,17.7929,491.842,875.049
493,0,59.6091,425.272,866.439,18.9755,491.684,874.957
494,0,60.6864,425.142,866.571,20.3429,491.597,874.952
495,0,62.25,425.258,866.757,22.0278,492.085,875.447
496,0,63.8826,425.296,866.884,24.064,492.064,875.253
497,0,65.9441,425.438,867.159,26.3232,492.426,875.308
498,0,68.1299,425.504,867.281,29.0508,492.995,875.451
499,0,70.7051,425.755,867.52,31.8428,493.474,875.593
500,0,73.3246,425.87,867.688,34.9919,493.602,875.358
501,0,76.1804,425.85,867.855,38.3525,494.217,875.671
502,0,79.15,425.79,867.915,41.7126,494.077,875.269
503,0,82.2521,425.784,868.077,45.4025,494.41,875.379
504,0,85.38,425.499,868.191,49.1967,494.489,875.414
505,0,88.7143,425.072,868.266,52.9117,494.381,875.367
506,0,92.1871,424.742,868.411,56.9174,494.315,875.505
507,0,95.6283,424.361,868.538,60.9154,494.298,875.7
508,0,99.1077,423.765,868.752,64.8886,493.789,875.47
509,0,102.645,423.171,869.032,68.8771,493.328,875.535
510,0,106.05,422.245,869.136,72.7417,492.536,875.505
511,0,109.461,421.156,869.391,76.6616,491.918,875.727
512,0,112.958,419.778,869.664,80.3988,491.017,876.049
513,0,116.069,418.413,869.911,83.7848,489.476,875.843
514,0,119.147,416.592,870.112,87.0313,487.884,875.861
515,0,121.877,414.765,870.297,90.0538,486.213,876.045
516,0,124.528,412.622,870.554,92.7445,484.131,876.06
517,0,126.816,410.5,870.629,95.1815,482.107,876.358
518,0,128.86,407.904,870.822,96.9876,479.444,876.106
519,0,130.452,405.324,870.983,98.7003,476.946,876.516
520,0,131.789,402.468,871.111,99.7028,473.836,876.326
521,0,132.72,399.425,871.239,100.351,470.725,876.431
522,0,133.229,396.538,871.47,100.622,467.553,876.473
523,0,133.613,393.597,871.525,100.479,464.421,876.528
524,0,133.458,390.564,871.66,99.9003,461.396,876.671
525,0,133.019,387.718,871.505,98.9971,458.21,876.522
526,0,132.211,384.908,871.51,97.4839,455.179,876.536
527,0,131.024,382.215,871.384,95.8139,452.304,876.515
528,0,129.445,379.732,871.411,93.6085,449.347,876.488
529,0,127.458,377.31,871.419,91.1923,446.628,876.539
530,0,125.308,375.063,871.398,88.4704,444.401,876.83
531,0,122.912,372.874,871.356,85.2731,441.704,876.57
532,0,120.256,370.995,871.395,81.8742,439.624,876.816
533,0,117.305,369.24,871.398,78.2669,437.177,876.596
534,0,114.185,367.375,871.431,74.2831,435.002,876.587
535,0,110.844,365.772,871.317,70.4382,433.069,876.664
536,0,107.349,364.181,871.276,66.3568,431.23,876.824
537,0,103.846,362.59,871.238,62.297,429.768,877.115
538,0,100.302,361.528,871.357,58.149,427.849,876.96
539,0,96.8498,360.44,871.479,54.0401,426.441,877.068
540,0,93.2095,359.681,871.557,50.1041,425.179,877.315
541,0,90.0029,359.662,871.508,46.2905,424.34,877.608
542,0,86.8129,359.125,871.641,42.6078,423.159,877.397
543,0,83.9576,357.965,871.217,39.0462,422.409,877.489
544,0,81.161,358.017,871.624,35.919,422.063,877.828
545,0,78.525,357.376,871.804,32.9198,421.262,877.514
546,0,76.3211,357.692,871.775,30.3936,420.898,877.593
547,0,74.2552,357.526,871.822,28.0808,420.649,877.734
548,0,72.5562,357.597,872.007,26.1325,420.641,878.171
549,0,71.0944,357.565,872.202,24.4029,420.241,878.16
