Trajectories
100
,,1:11,,,1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
1,0,66.171,433.095,864.529,16.0097,494.094,873.389
2,0,66.1765,433.096,864.518,16,494.08,873.377
3,0,66.1919,433.087,864.524,16.0084,494.09,873.392
4,0,66.1951,433.082,864.52,16.0097,494.095,873.409
5,0,66.1838,433.084,864.511,16.0359,494.083,873.409
6,0,66.1785,433.101,864.493,16.0275,494.096,873.404
7,0,66.1966,433.104,864.492,16.0532,494.111,873.401
8,0,66.204,433.12,864.474,16.0653,494.093,873.401
9,0,66.1907,433.141,864.489,16.0735,494.102,873.423
10,0,66.1846,433.125,864.459,16.0789,494.107,873.404
11,0,66.2106,433.136,864.45,16.0756,494.128,873.428
12,0,66.2123,433.148,864.461,16.0851,494.146,873.425
13,0,66.202,433.149,864.451,16.107,494.122,873.418
14,0,66.2181,433.166,864.434,16.1221,494.115,873.408
15,0,66.2165,433.168,864.448,16.1286,494.151,873.433
16,0,66.2259,433.186,864.426,16.1218,494.126,873.413
17,0,66.2245,433.168,864.408,16.1304,494.168,873.429
18,0,66.22,433.181,864.418,16.1134,494.166,873.412
19,0,66.2043,433.211,864.433,16.0995,494.155,873.408
20,0,66.2138,433.194,864.407,16.0977,494.159,873.41
21,0,66.2172,433.189,864.42,16.1056,494.167,873.417
22,0,66.2094,433.213,864.427,16.1038,494.178,873.417
23,0,66.2184,433.216,864.441,16.0999,494.172,873.401
24,0,66.2139,433.198,864.411,16.0994,494.169,873.402
25,0,66.2219,433.226,864.446,16.134,494.214,873.427
26,0,66.2476,433.211,864.424,16.1371,494.191,873.391
27,0,66.2708,433.254,864.429,16.1455,494.221,873.424
28,0,66.2679,433.244,864.449,16.1527,494.2,873.414
29,0,66.283,433.277,864.451,16.1587,494.188,873.399
30,0,66.3003,433.293,864.458,16.1583,494.206,873.405
31,0,66.3076,433.298,864.439,16.1695,494.234,873.409
32,0,66.3117,433.308,864.447,16.1551,494.22,873.383
33,0,66.3136,433.29,864.414,16.1554,494.212,873.371
34,0,66.3015,433.291,864.43,16.1396,494.206,873.388
35,0,66.2904,433.31,864.435,16.1451,494.212,873.387
36,0,66.2682,433.29,864.422,16.1251,494.187,873.367
37,0,66.2651,433.303,864.448,16.1081,494.193,873.389
38,0,66.2363,433.274,864.458,16.107,494.207,873.39
39,0,66.2569,433.281,864.462,16.1087,494.171,873.386
40,0,66.2831,433.3,864.441,16.1557,494.187,873.371
41,0,66.2906,433.307,864.464,16.1586,494.202,873.394
42,0,66.3314,433.291,864.441,16.1826,494.201,873.393
43,0,66.3279,433.304,864.469,16.215,494.225,873.404
44,0,66.3567,433.346,864.465,16.2081,494.21,873.395
45,0,66.3609,433.337,864.457,16.2118,494.241,873.416
46,0,66.3512,433.331,864.454,16.2213,494.223,873.397
47,0,66.3565,433.366,864.467,16.2057,494.201,873.389
48,0,66.354,433.355,864.452,16.1937,494.221,873.373
49,0,66.3543,433.386,864.478,16.1912,494.224,873.385
50,0,66.3212,433.399,864.478,16.1987,494.211,873.378
51,0,66.3501,433.371,864.453,16.2,494.265,873.411
52,0,66.328,433.368,864.446,16.2104,494.261,873.411
53,0,66.3444,433.377,864.443,16.1748,494.221,873.38
54,0,66.344,433.394,864.461,16.2014,494.24,873.395
55,0,66.3214,433.401,864.46,16.1928,494.243,873.378
56,0,66.3173,433.384,864.454,16.1909,494.247,873.404
57,0,66.2931,433.391,864.452,16.1898,494.226,873.381
58,0,66.3079,433.363,864.457,16.1825,494.222,873.375
59,0,66.3027,433.362,864.468,16.1866,494.237,873.39
60,0,66.3185,433.37,864.455,16.1923,494.226,873.394
61,0,66.3208,433.374,864.457,16.1853,494.232,873.407
62,0,66.3453,433.383,864.467,16.198,494.227,873.382
63,0,66.3607,433.412,864.471,16.2205,494.212,873.378
64,0,66.3633,433.409,864.462,16.2318,494.255,873.408
65,0,66.3612,433.428,864.487,16.2289,494.259,873.386
66,0,66.3692,433.425,864.465,16.2185,494.251,873.387
67,0,66.367,433.444,864.477,16.23,494.264,873.4
68,0,66.3576,433.425,864.462,16.2252,494.257,873.387
69,0,66.3516,433.416,864.46,16.2158,494.268,873.382
70,0,66.3539,433.463,864.466,16.2328,494.25,873.375
71,0,66.3711,433.424,864.463,16.224,494.272,873.386
72,0,66.3783,433.471,864.482,16.2636,494.317,873.399
73,0,66.4029,433.477,864.48,16.2828,494.277,873.365
74,0,66.4266,433.489,864.485,16.2825,494.331,873.416
75,0,66.4495,433.495,864.508,16.3112,494.294,873.378
76,0,66.4297,433.458,864.474,16.3143,494.311,873.401
77,0,66.4233,433.499,864.51,16.303,494.317,873.399
78,0,66.4113,433.474,864.489,16.2737,494.312,873.412
79,0,66.3989,433.489,864.498,16.2665,494.303,873.401
80,0,66.3979,433.486,864.48,16.225,494.288,873.386
81,0,66.4035,433.49,864.476,16.2572,494.329,873.402
82,0,66.4055,433.48,864.466,16.2438,494.317,873.393
83,0,66.4021,433.55,864.52,16.2352,494.298,873.361
84,0,66.4022,433.523,864.478,16.2383,494.354,873.406
85,0,66.4033,433.54,864.49,16.2556,494.373,873.406
86,0,66.4245,433.553,864.516,16.2524,494.322,873.369
87,0,66.4198,433.53,864.485,16.2722,494.366,873.39
88,0,66.412,433.542,864.48,16.2618,494.36,873.394
89,0,66.4063,433.516,864.482,16.2558,494.34,873.394
90,0,66.4123,433.508,864.476,16.258,494.323,873.389
91,0,66.4114,433.498,864.486,16.2758,494.329,873.395
92,0,66.4178,433.505,864.49,16.2603,494.328,873.373
93,0,66.4053,433.496,864.488,16.2522,494.328,873.394
94,0,66.3932,433.518,864.479,16.2473,494.307,873.387
95,0,66.4091,433.537,864.516,16.249,494.335,873.386
96,0,66.3993,433.524,864.485,16.2526,494.334,873.381
97,0,66.4197,433.512,864.486,16.25,494.302,873.367
98,0,66.4189,433.561,864.508,16.26,494.332,873.392
99,0,66.4232,433.531,864.474,16.2723,494.35,873.375
100,0,66.4108,433.55,864.483,16.2915,494.371,873.404
101,0,66.4345,433.59,864.532,16.2852,494.354,873.367
102,0,66.434,433.533,864.478,16.3118,494.378,873.392
103,0,66.4414,433.571,864.499,16.3097,494.402,873.405
104,0,66.4396,433.536,864.479,16.2947,494.399,873.399
105,0,66.42,433.594,864.515,16.3202,494.403,873.409
106,0,66.4383,433.57,864.512,16.2998,494.393,873.416
107,0,66.4406,433.57,864.51,16.3036,494.372,873.399
108,0,66.4534,433.514,864.483,16.315,494.408,873.43
109,0,66.4423,433.538,864.506,16.3124,494.395,873.426
