Trajectories
100
,,1.1:11,,,1.1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
1,0,95.9115,345.614,877.827,26.1995,359.886,850.526
2,0,95.9006,345.63,877.851,26.1846,359.913,850.533
3,0,95.9143,345.637,877.831,26.1688,359.918,850.527
4,0,95.9083,345.62,877.834,26.1712,359.929,850.505
5,0,95.8889,345.631,877.845,26.155,359.92,850.507
6,0,95.8735,345.607,877.836,26.1511,359.957,850.526
7,0,95.8447,345.595,877.868,26.1351,359.922,850.515
8,0,95.8029,345.586,877.892,26.1116,359.932,850.525
9,0,95.7795,345.535,877.896,26.0648,359.936,850.518
10,0,95.7553,345.542,877.912,26.0539,359.926,850.503
11,0,95.7275,345.504,877.916,26.038,359.932,850.491
12,0,95.7176,345.465,877.901,26.026,359.94,850.499
13,0,95.7091,345.461,877.904,26.0261,359.954,850.491
14,0,95.6992,345.501,877.924,26.0233,359.976,850.511
15,0,95.7084,345.479,877.92,26.0202,359.945,850.489
16,0,95.6931,345.507,877.952,26.0231,359.945,850.477
17,0,95.685,345.471,877.905,25.9993,359.971,850.516
18,0,95.6954,345.453,877.931,26.0048,359.971,850.503
19,0,95.6712,345.464,877.941,25.9944,359.959,850.505
20,0,95.6681,345.444,877.936,25.9897,359.964,850.506
21,0,95.6651,345.467,877.945,25.9989,359.933,850.485
22,0,95.6589,345.48,877.948,25.9832,359.939,850.5
23,0,95.6637,345.476,877.938,25.9968,359.951,850.485
24,0,95.6658,345.485,877.919,25.9858,359.995,850.516
25,0,95.6777,345.509,877.923,25.998,359.97,850.482
26,0,95.6895,345.524,877.936,26.0087,359.992,850.492
27,0,95.6826,345.504,877.905,25.9966,359.946,850.459
28,0,95.7003,345.47,877.899,25.9907,360.011,850.506
29,0,95.6974,345.479,877.909,25.9966,359.946,850.471
30,0,95.6906,345.495,877.939,26.0019,359.919,850.473
31,0,95.7084,345.466,877.934,26.0292,359.941,850.504
32,0,95.7162,345.446,877.928,26.0269,359.959,850.52
33,0,95.7181,345.465,877.929,26.035,359.933,850.519
34,0,95.7133,345.458,877.938,26.041,359.956,850.563
35,0,95.6988,345.401,877.918,26.0428,359.873,850.529
36,0,95.7005,345.433,877.974,26.0389,359.882,850.518
37,0,95.6783,345.442,877.982,26.0242,359.873,850.535
38,0,95.662,345.422,878.006,26.0125,359.919,850.574
39,0,95.6632,345.365,877.977,26.0121,359.866,850.548
40,0,95.6599,345.4,877.988,26.0225,359.874,850.549
41,0,95.6728,345.416,877.988,26.0118,359.916,850.563
42,0,95.6717,345.43,877.975,26.0297,359.895,850.529
43,0,95.6917,345.452,877.937,26.0282,359.922,850.541
44,0,95.704,345.483,877.929,26.0424,359.925,850.53
45,0,95.7157,345.52,877.946,26.0329,359.926,850.517
46,0,95.7258,345.528,877.937,26.037,359.963,850.522
47,0,95.7068,345.488,877.897,26.0316,359.95,850.514
48,0,95.6959,345.539,877.93,26.0222,359.963,850.505
49,0,95.6922,345.518,877.907,26.0234,359.926,850.479
50,0,95.6869,345.56,877.921,26.0094,359.999,850.487
51,0,95.6902,345.576,877.893,25.9991,360.01,850.462
52,0,95.6912,345.599,877.862,25.9791,360.048,850.449
53,0,95.6885,345.611,877.863,25.9849,360.025,850.407
54,0,95.683,345.62,877.815,25.9668,360.085,850.416
55,0,95.6905,345.655,877.834,25.9589,360.055,850.382
56,0,95.6622,345.627,877.817,25.9423,360.051,850.379
57,0,95.6433,345.655,877.846,25.9493,360.052,850.419
58,0,95.6313,345.674,877.888,25.9337,360.042,850.42
59,0,95.6263,345.63,877.855,25.925,360.02,850.401
60,0,95.6227,345.652,877.88,25.9052,360.052,850.407
61,0,95.6032,345.651,877.883,25.8804,360.06,850.413
62,0,95.5924,345.675,877.88,25.8957,360.068,850.399
63,0,95.5826,345.645,877.858,25.8834,360.061,850.361
64,0,95.5976,345.689,877.865,25.878,360.092,850.351
65,0,95.5663,345.664,877.867,25.8641,360.096,850.361
66,0,95.5655,345.634,877.867,25.8672,360.095,850.369
67,0,95.5548,345.632,877.871,25.8621,360.116,850.377
68,0,95.5574,345.643,877.87,25.8421,360.107,850.345
69,0,95.5675,345.633,877.83,25.8578,360.113,850.344
70,0,95.587,345.682,877.814,25.8706,360.131,850.314
71,0,95.6149,345.68,877.786,25.8729,360.13,850.323
72,0,95.6145,345.739,877.79,25.8972,360.114,850.264
73,0,95.6616,345.757,877.762,25.8993,360.126,850.284
74,0,95.6711,345.747,877.75,25.9151,360.11,850.273
75,0,95.6694,345.746,877.741,25.8985,360.161,850.305
76,0,95.6776,345.783,877.764,25.8984,360.165,850.302
77,0,95.6793,345.753,877.723,25.9064,360.168,850.318
78,0,95.6918,345.76,877.722,25.909,360.132,850.297
79,0,95.6942,345.808,877.72,25.9049,360.156,850.286
80,0,95.6917,345.807,877.711,25.8909,360.14,850.266
81,0,95.6822,345.807,877.707,25.8975,360.173,850.264
82,0,95.6791,345.818,877.719,25.8905,360.134,850.242
83,0,95.6748,345.825,877.726,25.881,360.148,850.25
84,0,95.6648,345.812,877.73,25.8688,360.168,850.287
85,0,95.6724,345.787,877.729,25.8761,360.165,850.29
86,0,95.6692,345.799,877.737,25.9002,360.161,850.268
87,0,95.6872,345.822,877.714,25.9094,360.15,850.284
88,0,95.697,345.85,877.731,25.9279,360.16,850.28
89,0,95.7229,345.818,877.697,25.948,360.161,850.252
90,0,95.7225,345.849,877.716,25.9412,360.148,850.258
91,0,95.7343,345.839,877.716,25.9581,360.181,850.28
92,0,95.7643,345.865,877.719,25.9607,360.161,850.27
93,0,95.7602,345.869,877.724,25.9461,360.173,850.266
