Trajectories
100
,,1.1:11,,,1.1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
1,0,101.179,341.824,877.371,31.8614,357.683,850.582
2,0,101.157,341.853,877.402,31.8485,357.728,850.625
3,0,101.146,341.872,877.387,31.8233,357.766,850.638
4,0,101.141,341.872,877.387,31.8112,357.745,850.62
5,0,101.141,341.931,877.398,31.8257,357.754,850.587
6,0,101.141,341.933,877.372,31.8172,357.781,850.545
7,0,101.151,341.959,877.374,31.8063,357.803,850.551
8,0,101.111,342,877.43,31.7745,357.811,850.574
9,0,101.099,342.011,877.471,31.7678,357.788,850.597
10,0,101.07,342.026,877.531,31.7418,357.798,850.61
11,0,101.039,342.078,877.576,31.6999,357.786,850.576
12,0,101.016,342.064,877.559,31.6829,357.811,850.553
13,0,100.992,342.116,877.577,31.6575,357.855,850.531
14,0,100.988,342.151,877.568,31.6569,357.894,850.52
15,0,100.988,342.198,877.535,31.6446,357.919,850.461
16,0,101.003,342.242,877.534,31.6444,357.933,850.465
17,0,100.994,342.236,877.496,31.6316,357.916,850.437
18,0,100.999,342.276,877.517,31.6348,357.939,850.463
19,0,100.982,342.264,877.529,31.6472,357.916,850.467
20,0,100.991,342.253,877.529,31.6422,357.911,850.491
21,0,100.987,342.232,877.535,31.6352,357.877,850.469
22,0,101.002,342.244,877.536,31.6542,357.872,850.463
23,0,101.019,342.238,877.503,31.6684,357.887,850.471
24,0,101.046,342.225,877.5,31.6891,357.868,850.47
25,0,101.049,342.242,877.503,31.697,357.872,850.509
26,0,101.043,342.232,877.53,31.7117,357.844,850.518
27,0,101.05,342.151,877.496,31.7116,357.836,850.569
28,0,101.019,342.141,877.555,31.7013,357.762,850.546
29,0,100.998,342.146,877.609,31.675,357.783,850.593
30,0,100.998,342.132,877.63,31.6764,357.726,850.575
31,0,100.999,342.11,877.63,31.6861,357.744,850.575
32,0,101.004,342.102,877.628,31.7074,357.755,850.594
33,0,101.034,342.128,877.634,31.7407,357.72,850.55
34,0,101.043,342.151,877.623,31.7548,357.738,850.585
35,0,101.041,342.151,877.633,31.7608,357.713,850.572
36,0,101.066,342.147,877.646,31.7719,357.693,850.574
37,0,101.073,342.163,877.648,31.773,357.693,850.607
38,0,101.083,342.131,877.604,31.7822,357.679,850.601
39,0,101.074,342.136,877.59,31.7894,357.712,850.598
40,0,101.078,342.132,877.554,31.7889,357.727,850.606
41,0,101.08,342.179,877.541,31.7969,357.764,850.601
42,0,101.088,342.228,877.532,31.7864,357.741,850.57
43,0,101.083,342.214,877.477,31.8041,357.805,850.582
44,0,101.081,342.249,877.471,31.7846,357.817,850.577
45,0,101.081,342.268,877.497,31.763,357.786,850.542
46,0,101.048,342.246,877.475,31.7332,357.78,850.531
47,0,101.041,342.274,877.506,31.7147,357.789,850.543
48,0,101.021,342.251,877.504,31.6911,357.793,850.557
49,0,101.013,342.3,877.533,31.6678,357.829,850.568
50,0,100.999,342.332,877.555,31.6626,357.808,850.551
51,0,100.999,342.272,877.477,31.6599,357.852,850.569
52,0,101.01,342.266,877.451,31.6683,357.831,850.532
53,0,100.997,342.307,877.494,31.6626,357.838,850.5
54,0,100.996,342.356,877.52,31.6684,357.857,850.522
55,0,100.989,342.366,877.536,31.6381,357.876,850.531
56,0,100.967,342.363,877.573,31.6374,357.835,850.503
57,0,100.95,342.341,877.609,31.6107,357.808,850.52
58,0,100.897,342.293,877.589,31.599,357.85,850.564
59,0,100.914,342.343,877.612,31.5952,357.846,850.531
60,0,100.914,342.315,877.568,31.5811,357.842,850.482
61,0,100.904,342.367,877.559,31.5776,357.881,850.481
62,0,100.909,342.36,877.519,31.5641,357.883,850.432
63,0,100.894,342.409,877.519,31.5698,357.935,850.447
64,0,100.893,342.464,877.537,31.5557,357.934,850.446
65,0,100.89,342.448,877.54,31.5432,357.935,850.443
66,0,100.876,342.471,877.546,31.5354,357.897,850.416
67,0,100.868,342.479,877.54,31.5232,357.949,850.468
68,0,100.858,342.506,877.541,31.5193,357.98,850.43
69,0,100.87,342.511,877.492,31.5164,357.993,850.422
70,0,100.891,342.554,877.484,31.5403,357.971,850.404
71,0,100.899,342.593,877.47,31.5417,358.005,850.396
72,0,100.903,342.531,877.403,31.5577,358.033,850.399
73,0,100.917,342.565,877.437,31.5648,358.011,850.388
74,0,100.908,342.596,877.458,31.5462,358.025,850.407
75,0,100.911,342.501,877.409,31.5583,358.002,850.415
76,0,100.909,342.487,877.44,31.5496,357.962,850.411
77,0,100.916,342.492,877.467,31.5577,357.94,850.435
78,0,100.914,342.464,877.48,31.5658,357.926,850.453
79,0,100.9,342.391,877.415,31.5664,357.897,850.415
80,0,100.922,342.456,877.448,31.5743,357.942,850.433
81,0,100.944,342.447,877.427,31.5995,357.955,850.428
82,0,100.955,342.435,877.398,31.6005,358,850.434
83,0,100.953,342.418,877.407,31.6042,357.971,850.416
84,0,100.946,342.448,877.425,31.6457,357.958,850.43
85,0,100.952,342.436,877.435,31.6333,357.901,850.43
86,0,100.963,342.406,877.395,31.6426,357.919,850.434
87,0,100.979,342.451,877.415,31.6353,357.927,850.426
88,0,100.968,342.469,877.4,31.6469,357.94,850.416
89,0,100.977,342.468,877.37,31.6625,357.935,850.379
90,0,100.985,342.475,877.345,31.6515,357.987,850.384
91,0,100.977,342.522,877.358,31.6552,357.992,850.372
92,0,100.978,342.507,877.324,31.6679,358.018,850.382
93,0,100.978,342.517,877.335,31.6434,358.015,850.379
94,0,100.965,342.522,877.347,31.6327,357.991,850.368
95,0,100.972,342.472,877.315,31.6155,358.01,850.391
96,0,100.968,342.507,877.334,31.6382,357.997,850.396
97,0,100.964,342.517,877.341,31.6358,358.002,850.378
98,0,100.965,342.528,877.367,31.6353,357.999,850.372
99,0,100.972,342.484,877.356,31.6356,357.972,850.367
100,0,100.967,342.465,877.374,31.6153,357.962,850.394
101,0,100.958,342.496,877.466,31.6312,357.964,850.413
102,0,100.95,342.477,877.501,31.6157,357.946,850.42
103,0,100.918,342.44,877.54,31.5888,357.958,850.478
104,0,100.902,342.351,877.535,31.593,357.934,850.462
105,0,100.894,342.379,877.564,31.5761,357.934,850.479
106,0,100.887,342.353,877.567,31.5857,357.922,850.468
107,0,100.89,342.298,877.523,31.5655,357.936,850.466
108,0,100.909,342.346,877.554,31.5982,357.912,850.455
109,0,100.922,342.34,877.537,31.5988,357.942,850.452
110,0,100.924,342.343,877.519,31.6163,357.945,850.456
111,0,100.937,342.317,877.501,31.6009,357.921,850.453
112,0,100.933,342.316,877.502,31.6002,357.929,850.452
113,0,100.928,342.36,877.522,31.6049,357.92,850.458
114,0,100.933,342.333,877.49,31.6077,357.927,850.437
115,0,100.932,342.352,877.516,31.6013,357.944,850.436
116,0,100.941,342.347,877.504,31.6057,357.939,850.449
117,0,100.952,342.329,877.494,31.6126,357.944,850.441
118,0,100.965,342.318,877.502,31.6287,357.901,850.453
119,0,100.967,342.255,877.495,31.6511,357.884,850.456
120,0,100.964,342.294,877.532,31.6694,357.889,850.482
121,0,100.973,342.207,877.466,31.6729,357.883,850.47
122,0,100.974,342.269,877.555,31.6648,357.879,850.473
123,0,100.944,342.206,877.521,31.6573,357.875,850.471
124,0,100.951,342.227,877.561,31.6372,357.895,850.493
125,0,100.947,342.216,877.559,31.6515,357.863,850.478
126,0,100.953,342.217,877.542,31.648,357.894,850.477
127,0,100.965,342.211,877.573,31.6592,357.887,850.482
128,0,100.986,342.235,877.565,31.6511,357.877,850.506
129,0,100.961,342.233,877.562,31.6734,357.877,850.504
130,0,100.984,342.204,877.521,31.6857,357.875,850.451
131,0,100.983,342.179,877.482,31.6866,357.889,850.465
132,0,100.986,342.282,877.545,31.6854,357.91,850.46
133,0,100.969,342.247,877.54,31.6776,357.883,850.452
134,0,100.956,342.263,877.574,31.6738,357.906,850.478
135,0,100.958,342.223,877.564,31.669,357.879,850.485
136,0,100.943,342.218,877.577,31.6518,357.888,850.489
137,0,100.919,342.177,877.583,31.6541,357.877,850.501
138,0,100.907,342.157,877.602,31.6488,357.875,850.496
139,0,100.905,342.137,877.599,31.6122,357.861,850.491
140,0,100.897,342.132,877.59,31.6129,357.866,850.487
141,0,100.904,342.135,877.582,31.6263,357.926,850.505
142,0,100.923,342.14,877.569,31.6462,357.869,850.452
143,0,100.933,342.145,877.55,31.6388,357.876,850.458
144,0,100.922,342.128,877.544,31.6589,357.886,850.43
