Trajectories
100
,,1.1:11,,,1.1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
1,0,106.021,303.777,878.13,36.9154,340.338,865.265
2,0,106.019,303.773,878.112,36.9015,340.323,865.238
3,0,106.006,303.808,878.126,36.8941,340.376,865.259
4,0,105.995,303.798,878.128,36.8937,340.366,865.235
5,0,105.991,303.8,878.136,36.8798,340.379,865.236
6,0,105.993,303.8,878.144,36.9053,340.369,865.245
7,0,105.964,303.778,878.159,36.885,340.34,865.225
8,0,105.967,303.78,878.153,36.9014,340.334,865.229
9,0,105.981,303.779,878.183,36.9251,340.34,865.252
10,0,105.985,303.791,878.198,36.9351,340.303,865.24
11,0,105.994,303.772,878.189,36.9543,340.309,865.266
12,0,105.991,303.769,878.188,36.9583,340.322,865.274
13,0,105.985,303.765,878.208,36.9621,340.313,865.246
14,0,105.977,303.766,878.213,36.96,340.312,865.247
15,0,105.963,303.775,878.231,36.9425,340.307,865.266
16,0,105.962,303.745,878.216,36.9514,340.312,865.255
17,0,105.951,303.746,878.235,36.9382,340.322,865.26
18,0,105.938,303.757,878.226,36.9292,340.315,865.252
19,0,105.949,303.745,878.233,36.9219,340.32,865.262
20,0,105.932,303.761,878.211,36.9197,340.308,865.231
21,0,105.935,303.772,878.232,36.9333,340.318,865.265
22,0,105.946,303.782,878.238,36.9215,340.338,865.228
23,0,105.944,303.796,878.229,36.9165,340.328,865.23
24,0,105.94,303.762,878.228,36.9184,340.355,865.256
25,0,105.938,303.751,878.221,36.9281,340.315,865.236
26,0,105.931,303.727,878.233,36.9434,340.313,865.249
27,0,105.925,303.733,878.263,36.9259,340.29,865.247
28,0,105.933,303.738,878.273,36.9298,340.295,865.268
29,0,105.922,303.724,878.264,36.9319,340.28,865.258
30,0,105.921,303.73,878.272,36.9219,340.302,865.246
31,0,105.933,303.717,878.235,36.9318,340.344,865.272
32,0,105.923,303.767,878.256,36.9205,340.338,865.235
33,0,105.904,303.752,878.246,36.915,340.34,865.22
34,0,105.898,303.737,878.216,36.9046,340.358,865.226
35,0,105.878,303.757,878.247,36.9008,340.366,865.233
36,0,105.877,303.743,878.27,36.8806,340.369,865.257
37,0,105.862,303.741,878.265,36.8603,340.399,865.248
38,0,105.854,303.727,878.276,36.8648,340.392,865.224
39,0,105.853,303.738,878.244,36.8686,340.403,865.236
40,0,105.854,303.756,878.265,36.8584,340.399,865.234
41,0,105.852,303.74,878.242,36.8711,340.407,865.212
42,0,105.851,303.75,878.244,36.874,340.397,865.2
43,0,105.845,303.711,878.236,36.8634,340.394,865.2
44,0,105.848,303.747,878.266,36.8547,340.38,865.194
45,0,105.826,303.714,878.244,36.8664,340.429,865.226
46,0,105.834,303.725,878.258,36.8451,340.398,865.223
47,0,105.818,303.708,878.253,36.8358,340.415,865.229
48,0,105.813,303.708,878.254,36.8354,340.379,865.213
49,0,105.825,303.687,878.276,36.8395,340.39,865.231
50,0,105.82,303.66,878.27,36.8408,340.365,865.234
51,0,105.821,303.667,878.271,36.8162,340.357,865.258
52,0,105.823,303.656,878.277,36.8263,340.328,865.254
53,0,105.821,303.637,878.29,36.8364,340.296,865.247
54,0,105.827,303.637,878.301,36.8453,340.332,865.282
55,0,105.81,303.645,878.289,36.8421,340.319,865.27
56,0,105.83,303.659,878.312,36.8431,340.303,865.264
57,0,105.831,303.65,878.305,36.8361,340.313,865.265
58,0,105.808,303.628,878.286,36.8334,340.314,865.259
59,0,105.81,303.625,878.253,36.8287,340.342,865.28
60,0,105.802,303.635,878.287,36.8179,340.318,865.27
61,0,105.814,303.633,878.281,36.8236,340.319,865.27
62,0,105.804,303.647,878.295,36.8262,340.325,865.289
63,0,105.802,303.654,878.316,36.8324,340.348,865.29
64,0,105.811,303.629,878.298,36.8216,340.31,865.257
65,0,105.817,303.621,878.283,36.8306,340.308,865.271
66,0,105.815,303.62,878.309,36.8323,340.332,865.29
67,0,105.822,303.606,878.316,36.8422,340.31,865.296
68,0,105.82,303.582,878.288,36.8339,340.272,865.288
69,0,105.803,303.599,878.333,36.8375,340.245,865.284
70,0,105.801,303.548,878.339,36.8396,340.252,865.315
71,0,105.788,303.557,878.376,36.8149,340.281,865.353
72,0,105.764,303.516,878.354,36.8013,340.207,865.32
73,0,105.758,303.517,878.378,36.7953,340.218,865.365
74,0,105.765,303.519,878.385,36.792,340.204,865.343
75,0,105.755,303.527,878.389,36.792,340.198,865.324
76,0,105.764,303.527,878.404,36.7941,340.223,865.357
77,0,105.76,303.524,878.385,36.7909,340.215,865.335
78,0,105.753,303.531,878.397,36.7922,340.23,865.352
79,0,105.752,303.525,878.392,36.7898,340.245,865.346
80,0,105.762,303.532,878.392,36.7888,340.225,865.332
81,0,105.755,303.533,878.385,36.7866,340.225,865.311
82,0,105.728,303.553,878.399,36.7617,340.229,865.307
83,0,105.735,303.531,878.386,36.771,340.277,865.31
84,0,105.729,303.575,878.388,36.7789,340.284,865.302
85,0,105.729,303.566,878.379,36.765,340.327,865.321
86,0,105.724,303.561,878.378,36.7588,340.353,865.352
87,0,105.709,303.554,878.368,36.7437,340.281,865.306
88,0,105.714,303.526,878.374,36.7528,340.288,865.321
89,0,105.714,303.538,878.4,36.7474,340.256,865.304
90,0,105.704,303.537,878.411,36.7453,340.249,865.343
91,0,105.714,303.494,878.409,36.7539,340.262,865.374
92,0,105.711,303.472,878.423,36.7474,340.231,865.371
93,0,105.703,303.448,878.433,36.7535,340.215,865.372
94,0,105.699,303.442,878.42,36.7728,340.21,865.366
95,0,105.711,303.433,878.411,36.7553,340.228,865.378
96,0,105.693,303.456,878.434,36.7543,340.244,865.385
97,0,105.699,303.468,878.407,36.7608,340.215,865.341
98,0,105.704,303.491,878.42,36.7583,340.246,865.359
99,0,105.687,303.531,878.419,36.7401,340.292,865.355
100,0,105.677,303.53,878.404,36.7314,340.292,865.339
101,0,105.675,303.544,878.409,36.7142,340.297,865.34
102,0,105.662,303.547,878.421,36.6967,340.319,865.32
103,0,105.648,303.56,878.393,36.7118,340.3,865.312
104,0,105.652,303.544,878.39,36.701,340.319,865.318
105,0,105.646,303.543,878.414,36.6961,340.331,865.335
106,0,105.655,303.546,878.389,36.7033,340.34,865.347
107,0,105.673,303.55,878.409,36.7086,340.302,865.307
108,0,105.663,303.53,878.405,36.7175,340.27,865.342
109,0,105.68,303.52,878.407,36.723,340.272,865.325
110,0,105.672,303.515,878.426,36.7313,340.269,865.327
111,0,105.667,303.532,878.421,36.7348,340.283,865.327
112,0,105.696,303.505,878.402,36.7328,340.264,865.321
113,0,105.672,303.522,878.415,36.7265,340.298,865.331
114,0,105.664,303.534,878.412,36.711,340.273,865.306
115,0,105.631,303.526,878.421,36.7126,340.274,865.317
