Trajectories
100
,,1.1:11,,,1.1:12,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm
1,0,104.443,302.684,877.553,34.8999,339.017,862.731
2,0,104.159,302.727,877.616,34.5794,339.087,862.773
3,0,103.907,302.736,877.699,34.3025,339.087,862.759
4,0,103.588,302.688,877.802,34.069,339.092,862.685
5,0,103.347,302.642,877.905,33.9321,339.129,862.681
6,0,103.232,302.694,877.993,33.8302,339.199,862.666
7,0,103.179,302.775,878.059,33.7822,339.288,862.66
8,0,103.128,302.79,878.094,33.7673,339.371,862.637
9,0,103.106,302.82,878.136,33.7956,339.43,862.62
10,0,103.127,302.864,878.145,33.8223,339.509,862.606
11,0,103.158,302.926,878.196,33.8646,339.526,862.563
12,0,103.187,302.918,878.238,33.9229,339.58,862.556
13,0,103.18,302.889,878.272,33.9554,339.619,862.575
14,0,103.179,302.881,878.323,33.9398,339.615,862.593
15,0,103.199,302.911,878.398,33.9329,339.56,862.537
16,0,103.152,302.924,878.461,33.9376,339.61,862.572
17,0,103.129,302.92,878.524,33.8787,339.598,862.55
18,0,103.08,302.927,878.577,33.858,339.634,862.546
19,0,102.999,302.965,878.656,33.826,339.664,862.52
20,0,102.933,303.046,878.758,33.7435,339.722,862.552
21,0,102.85,303.028,878.804,33.7082,339.739,862.513
22,0,102.727,302.997,878.85,33.6521,339.798,862.524
23,0,102.623,303.019,878.948,33.5818,339.84,862.561
24,0,102.535,303.011,879.015,33.7904,341.103,863.48
25,0,102.476,303.105,879.149,33.7179,341.097,863.488
26,0,102.414,303.086,879.203,33.6542,341.078,863.46
27,0,102.359,303.125,879.276,33.6249,341.063,863.435
28,0,102.315,303.14,879.328,33.5726,341.063,863.431
29,0,102.301,303.151,879.362,33.5322,341.049,863.45
30,0,102.289,303.132,879.408,33.5095,341.001,863.408
31,0,102.268,303.161,879.464,33.4943,341.033,863.451
32,0,102.257,303.147,879.486,33.4643,340.984,863.445
33,0,102.253,303.188,879.553,33.4514,340.992,863.463
34,0,102.232,303.136,879.599,33.4464,340.958,863.467
35,0,102.216,303.101,879.641,33.4158,340.929,863.489
36,0,102.192,303.116,879.719,33.3932,340.9,863.501
37,0,102.171,303.054,879.772,33.374,340.861,863.516
38,0,102.167,303.011,879.799,33.368,340.819,863.543
39,0,102.155,302.982,879.873,33.3459,340.775,863.597
40,0,102.142,302.937,879.898,33.3264,340.698,863.587
41,0,102.127,302.896,879.958,33.3195,340.685,863.64
42,0,102.115,302.856,879.977,33.3138,340.651,863.662
43,0,102.11,302.792,879.994,33.3166,340.576,863.665
44,0,102.11,302.799,880.031,33.3137,340.527,863.669
45,0,102.084,302.744,880.067,33.3039,340.478,863.684
46,0,102.099,302.729,880.1,33.2941,340.445,863.691
47,0,102.085,302.718,880.125,33.3079,340.426,863.713
48,0,102.076,302.703,880.132,33.2907,340.416,863.719
49,0,102.07,302.679,880.143,33.3031,340.456,863.739
50,0,102.059,302.668,880.134,33.2976,340.477,863.717
51,0,102.047,302.661,880.102,33.2918,340.511,863.694
52,0,102.02,302.709,880.121,33.2842,340.539,863.673
53,0,102.008,302.684,880.091,33.258,340.566,863.66
54,0,101.995,302.708,880.115,33.2492,340.555,863.669
55,0,102.003,302.706,880.119,33.2326,340.522,863.674
56,0,101.999,302.724,880.139,33.2212,340.51,863.687
57,0,101.986,302.707,880.14,33.21,340.496,863.648
58,0,101.971,302.727,880.135,33.2097,340.524,863.647
59,0,101.966,302.744,880.163,33.1968,340.56,863.674
60,0,101.929,302.72,880.129,33.1969,340.571,863.623
61,0,101.873,302.674,880.131,33.189,340.623,863.644
62,0,101.845,302.619,880.126,33.1583,340.58,863.608
63,0,101.816,302.557,880.146,33.1237,340.526,863.619
64,0,101.783,302.548,880.192,33.1081,340.482,863.64
65,0,101.742,302.491,880.221,33.0811,340.472,863.667
66,0,101.724,302.48,880.259,32.8219,339.386,862.904
67,0,101.704,302.441,880.27,32.8152,339.378,862.883
68,0,101.674,302.433,880.265,32.7806,339.377,862.86
69,0,101.657,302.465,880.281,32.7696,339.434,862.853
70,0,101.635,302.469,880.254,32.7722,339.429,862.779
71,0,101.629,302.499,880.276,32.7409,339.402,862.69
72,0,101.612,302.481,880.266,32.7103,339.384,862.659
73,0,101.598,302.458,880.272,32.6851,339.318,862.602
74,0,101.57,302.396,880.253,32.663,339.216,862.554
75,0,101.582,302.344,880.291,32.6353,339.125,862.548
76,0,101.561,302.269,880.296,32.6125,339.032,862.516
77,0,101.561,302.212,880.317,32.5967,338.955,862.498
78,0,101.554,302.144,880.311,32.5454,338.852,862.46
79,0,101.544,302.135,880.33,32.5463,338.806,862.425
80,0,101.515,302.089,880.302,32.526,338.798,862.435
81,0,101.503,302.064,880.288,32.5036,338.808,862.418
82,0,101.471,302.055,880.278,32.4911,338.849,862.403
83,0,101.445,302.094,880.276,32.47,338.874,862.388
84,0,101.405,302.047,880.208,32.4476,338.904,862.366
85,0,101.387,302.094,880.193,32.4257,338.947,862.321
86,0,101.415,302.247,880.235,32.4067,339.023,862.299
87,0,101.404,302.329,880.208,32.4251,339.105,862.288
88,0,101.396,302.378,880.167,32.3481,339.2,862.292
89,0,101.39,302.489,880.161,32.3517,339.308,862.268
90,0,101.397,302.565,880.175,32.3147,339.361,862.242
91,0,101.381,302.597,880.177,32.3127,339.358,862.203
92,0,101.335,302.652,880.23,32.2635,339.385,862.242
93,0,101.284,302.596,880.273,32.1842,339.316,862.257
94,0,101.211,302.623,880.349,32.127,339.315,862.292
95,0,101.128,302.618,880.427,32.0564,339.248,862.282
96,0,101.06,302.599,880.49,31.9842,339.315,862.361
97,0,100.991,302.587,880.542,31.9122,339.339,862.375
98,0,100.92,302.575,880.578,31.8344,339.399,862.446
99,0,100.857,302.633,880.675,31.7712,339.41,862.444
100,0,100.819,302.667,880.725,31.7117,339.408,862.456
101,0,100.762,302.684,880.756,31.6445,339.464,862.479
102,0,100.711,302.67,880.776,31.59,339.492,862.471
103,0,100.657,302.678,880.812,31.55,339.565,862.528
104,0,100.622,302.737,880.869,31.5304,339.657,862.557
105,0,100.6,302.73,880.881,31.5134,339.737,862.586
106,0,100.585,302.764,880.862,31.4892,339.849,862.648
107,0,100.57,302.815,880.845,31.4976,339.928,862.621
108,0,100.577,302.88,880.842,31.5192,340.002,862.608
109,0,100.621,302.914,880.769,31.5275,340.106,862.601
110,0,100.635,302.922,880.678,31.5436,340.216,862.647
111,0,100.653,302.997,880.649,31.5867,340.348,862.654
112,0,100.689,303.022,880.618,31.6313,340.479,862.683
113,0,100.701,303.042,880.581,31.6844,340.689,862.781
114,0,100.703,303.057,880.604,31.6519,340.734,862.816
115,0,100.702,303.039,880.574,31.574,340.79,862.884
116,0,100.692,303.042,880.577,31.5326,340.965,863.043
117,0,100.673,303.04,880.588,32.0341,341.628,863.342
118,0,100.664,303.002,880.559,32.0142,341.637,863.354
119,0,100.657,303.013,880.576,32.0061,341.637,863.325
120,0,100.674,302.995,880.567,31.9988,341.671,863.336
121,0,100.647,302.991,880.551,31.9859,341.653,863.332
122,0,100.638,302.959,880.53,31.992,341.674,863.336
123,0,100.629,302.945,880.53,31.9585,341.663,863.332
124,0,100.613,302.928,880.525,32.0205,341.862,863.595
125,0,100.58,302.844,880.475,32.3915,342.826,864.277
126,0,100.548,302.861,880.484,32.3536,342.85,864.281
127,0,100.542,302.867,880.466,32.3232,342.876,864.279
128,0,100.533,302.915,880.474,32.2974,342.921,864.272
129,0,100.522,302.978,880.456,32.2721,342.933,864.245
130,0,100.521,303.064,880.454,32.2462,342.936,864.175
131,0,100.523,303.161,880.447,32.2311,343.031,864.193
132,0,100.525,303.269,880.466,31.7824,342.028,863.346
133,0,100.496,303.347,880.5,31.7394,342.069,863.381
134,0,100.462,303.389,880.521,31.6747,342.096,863.375
135,0,100.38,303.436,880.547,31.5869,342.064,863.327
136,0,100.297,303.521,880.591,31.5015,342.05,863.323
137,0,100.235,303.536,880.627,31.4126,342.021,863.287
138,0,100.171,303.568,880.65,31.3304,342.018,863.273
139,0,100.117,303.563,880.624,31.23,341.977,863.215
140,0,100.075,303.6,880.672,31.1859,341.999,863.208
141,0,100.048,303.539,880.616,31.1538,341.972,863.169
142,0,100.049,303.574,880.609,31.1587,341.969,863.164
143,0,100.09,303.627,880.644,31.1758,341.972,863.146
144,0,100.128,303.598,880.606,31.2083,341.937,863.128
145,0,100.178,303.594,880.593,31.2495,341.9,863.13
146,0,100.205,303.52,880.557,31.2758,341.899,863.156
147,0,100.231,303.473,880.537,31.306,341.837,863.204
148,0,100.243,303.323,880.465,31.3074,341.792,863.192
149,0,100.234,303.296,880.489,31.3093,341.738,863.229
150,0,100.237,303.243,880.514,31.3202,341.729,863.256
151,0,100.201,303.205,880.521,31.3073,341.69,863.273
152,0,100.205,303.142,880.531,31.2648,341.702,863.283
153,0,100.127,303.159,880.571,31.214,341.672,863.275
154,0,100.079,303.196,880.631,31.1565,341.692,863.265
155,0,99.9845,303.217,880.653,31.0436,341.768,863.238
156,0,99.8457,303.309,880.726,30.9232,341.846,863.176
157,0,99.7011,303.487,880.808,30.7856,341.929,863.029
158,0,99.5256,303.608,880.846,30.6691,342.133,862.927
159,0,99.3606,303.695,880.837,30.5676,342.29,862.796
160,0,99.2236,303.89,880.899,30.4994,342.515,862.731
161,0,99.1177,304.088,880.977,30.443,342.627,862.574
162,0,99.0626,304.261,881.051,30.3979,342.737,862.451
163,0,99.0687,304.489,881.15,30.373,342.843,862.405
164,0,99.0531,304.677,881.249,30.3733,342.865,862.29
165,0,99.0785,304.74,881.245,30.4067,342.927,862.262
166,0,99.0957,304.789,881.25,30.4297,342.967,862.211
167,0,99.1269,304.856,881.263,30.4439,342.994,862.19
168,0,99.1525,304.914,881.288,30.4801,343.02,862.175
169,0,99.2097,304.927,881.264,30.5207,343.014,862.146
170,0,99.2637,305.05,881.303,30.5595,343.05,862.12
171,0,99.3185,305.129,881.305,30.5924,343.086,862.081
172,0,99.3701,305.202,881.297,30.6239,343.108,862.061
173,0,99.4238,305.337,881.339,30.6615,343.153,862.061
174,0,99.5056,305.456,881.333,30.6842,343.207,862.013
175,0,99.5458,305.61,881.376,30.7004,343.239,861.985
176,0,99.5717,305.71,881.405,30.6942,343.276,861.963
177,0,99.6072,305.839,881.439,30.7115,343.338,861.954
178,0,99.6387,305.964,881.493,30.6892,343.332,861.925
179,0,99.6409,306.125,881.568,30.6746,343.331,861.87
180,0,99.6429,306.239,881.623,30.6512,343.422,861.879
181,0,99.6601,306.399,881.704,30.6273,343.433,861.838
182,0,99.6627,306.596,881.776,30.5775,343.494,861.828
183,0,99.6523,306.763,881.892,30.5558,343.507,861.793
184,0,99.6476,306.909,881.902,30.514,343.619,861.767
185,0,99.6016,307.073,881.961,30.4326,343.691,861.691
186,0,99.5152,307.273,882.021,30.3546,343.817,861.62
187,0,99.4353,307.51,882.073,30.2517,343.944,861.51
188,0,99.3332,307.727,882.101,30.1491,344.118,861.424
189,0,99.2053,308.105,882.267,30.0359,344.299,861.339
190,0,99.1324,308.451,882.341,29.9013,344.519,861.249
191,0,99.0322,308.755,882.371,29.7692,344.702,861.106
192,0,98.7718,308.661,882.129,29.648,344.964,861.081
193,0,98.6934,308.959,882.141,29.4799,345.104,860.922
194,0,98.597,309.223,882.048,29.4263,345.42,860.687
195,0,98.5868,309.5,882.067,29.42,345.729,860.444
196,0,98.5563,309.603,882.072,29.3908,345.798,860.449
197,0,98.6018,309.792,882.167,29.3955,345.883,860.407
198,0,98.8952,310.111,882.17,29.4243,345.985,860.386
199,0,98.6817,310.229,882.298,29.4454,346.031,860.353
200,0,98.6992,310.38,882.331,29.4119,345.992,860.336
201,0,98.693,310.579,882.331,29.3746,346.053,860.247
202,0,98.6269,310.661,882.284,29.2731,346.056,860.215
203,0,98.5722,310.659,882.236,29.1999,346.123,860.186
204,0,98.5193,310.722,882.222,29.1147,346.125,860.196
205,0,98.4275,310.725,882.211,29.0575,346.121,860.19
206,0,98.3921,310.783,882.264,29.012,346.195,860.222
207,0,98.3951,310.879,882.323,28.9884,346.179,860.184
208,0,98.4324,311.058,882.357,29.0169,346.254,860.165
209,0,98.4923,311.285,882.388,29.0594,346.33,860.107
210,0,98.6019,311.452,882.369,29.1384,346.348,860.003
211,0,98.7481,311.737,882.347,29.2543,346.407,859.928
212,0,98.92,311.903,882.264,29.4054,346.467,859.885
213,0,99.1351,312.089,882.225,29.5781,346.476,859.854
214,0,99.3625,312.242,882.195,29.7511,346.425,859.846
215,0,99.5461,312.343,882.172,29.9204,346.38,859.846
216,0,99.7218,312.475,882.215,30.0568,346.271,859.921
217,0,99.8863,312.528,882.259,30.1727,346.159,860.005
218,0,100.008,312.505,882.245,30.2553,346.038,860.11
219,0,100.201,312.949,882.573,30.3207,345.855,860.141
220,0,100.281,312.833,882.463,30.378,345.784,860.18
221,0,100.391,312.791,882.395,30.4617,345.79,860.162
222,0,100.5,312.897,882.341,30.5276,345.895,860.125
223,0,100.639,312.888,882.151,30.6237,345.97,860.005
224,0,100.732,312.967,881.985,30.721,346.205,859.96
225,0,100.805,313.112,881.857,30.8151,346.368,859.82
226,0,100.769,313.933,882.31,30.8559,346.56,859.668
227,0,100.82,313.524,881.554,30.8619,346.751,859.549
228,0,100.791,313.73,881.467,30.8027,346.952,859.432
229,0,100.714,313.815,881.35,30.7169,347.096,859.301
230,0,100.602,313.825,881.265,30.5913,347.226,859.263
231,0,100.433,313.813,881.267,30.49,347.325,859.229
232,0,100.241,313.796,881.301,30.3363,347.416,859.219
233,0,100.059,313.777,881.381,30.1987,347.49,859.232
234,0,99.8787,313.743,881.466,30.0486,347.524,859.205
235,0,99.7032,313.802,881.541,29.9285,347.554,859.154
236,0,99.5442,313.868,881.649,29.8146,347.576,859.122
237,0,99.4415,314,881.741,29.7562,347.615,859.057
238,0,99.3766,314.166,881.858,29.7109,347.655,859.015
239,0,99.3566,314.332,881.982,29.7297,347.712,859.015
240,0,99.3491,314.453,882.065,29.7286,347.737,859.003
241,0,99.347,314.685,882.259,29.7412,347.74,858.993
242,0,99.2979,314.677,882.273,29.7371,347.725,858.981
243,0,99.2592,314.911,882.526,29.7175,347.704,858.958
244,0,99.1361,314.813,882.564,29.6807,347.684,858.958
245,0,99.0246,315.042,882.84,29.5982,347.665,858.949
246,0,98.8743,315.009,882.937,29.5187,347.673,858.924
247,0,98.7207,314.956,883.015,29.4363,347.691,858.897
248,0,98.5951,314.932,883.124,29.3725,347.704,858.859
249,0,98.4759,314.938,883.217,29.3402,347.736,858.822
250,0,98.4058,314.943,883.319,29.3333,347.819,858.828
251,0,98.3679,314.973,883.414,29.3427,347.812,858.806
252,0,98.3356,315.046,883.509,29.3552,347.837,858.793
253,0,98.316,315.122,883.596,29.3637,347.871,858.757
254,0,98.2741,315.254,883.688,29.3992,347.911,858.732
255,0,98.2137,315.391,883.766,29.4237,347.967,858.66
256,0,98.1706,315.543,883.842,29.4189,348.088,858.593
257,0,98.1261,315.744,883.92,29.4171,348.232,858.478
258,0,98.041,315.907,884.007,29.3892,348.36,858.386
259,0,97.939,316.089,884.086,29.3796,348.541,858.299
260,0,97.8588,316.246,884.16,29.3363,348.643,858.19
261,0,97.7371,316.421,884.24,29.2761,348.791,858.05
262,0,97.6053,316.633,884.298,29.1861,348.931,857.889
263,0,97.4607,316.84,884.351,29.0918,349.114,857.703
264,0,97.3652,317.062,884.408,28.9706,349.271,857.492
265,0,97.2346,317.216,884.427,28.8798,349.457,857.324
266,0,97.0751,317.44,884.483,28.7904,349.58,857.116
267,0,96.9402,317.652,884.583,28.7231,349.783,856.99
268,0,96.8277,317.816,884.676,28.655,349.929,856.845
269,0,96.7285,317.974,884.766,28.6466,350.062,856.765
270,0,96.6587,318.105,884.86,28.6172,350.184,856.725
271,0,96.5772,318.256,884.952,28.6155,350.217,856.635
272,0,96.5385,318.344,885.016,28.6141,350.287,856.565
273,0,96.4737,318.427,885.029,28.6199,350.407,856.473
274,0,96.4469,318.531,885.036,28.5891,350.515,856.39
275,0,96.3842,318.668,885.056,28.5763,350.681,856.307
276,0,96.305,318.798,885.056,28.5331,350.87,856.204
277,0,96.1789,318.966,885.113,28.4785,351.073,856.148
278,0,96.0309,319.234,885.25,28.4093,351.269,856.036
279,0,95.8666,319.406,885.321,28.2633,351.511,855.982
280,0,95.688,319.58,885.427,28.1369,351.626,855.859
281,0,95.4976,319.634,885.521,27.9835,351.755,855.81
282,0,95.2947,319.701,885.604,27.8596,351.846,855.795
283,0,95.1268,319.636,885.663,27.7154,351.786,855.716
284,0,94.9439,319.608,885.706,27.6155,351.742,855.692
285,0,94.8148,319.593,885.77,27.5403,351.716,855.658
286,0,94.748,319.511,885.748,27.4703,351.717,855.653
287,0,94.7099,319.504,885.733,27.4715,351.738,855.602
288,0,94.7076,319.467,885.644,27.4764,351.786,855.54
289,0,94.7201,319.498,885.585,27.491,351.916,855.512
290,0,94.7754,319.527,885.49,27.5147,352.03,855.442
291,0,94.8718,319.552,885.398,27.5626,352.101,855.354
292,0,94.9144,319.59,885.35,27.5958,352.2,855.31
293,0,94.9364,319.667,885.309,27.6209,352.24,855.264
294,0,94.9741,319.689,885.251,27.6351,352.301,855.244
295,0,94.9915,319.714,885.209,27.6206,352.35,855.24
296,0,94.9883,319.759,885.169,27.616,352.371,855.214
297,0,94.9683,319.803,885.133,27.5751,352.417,855.196
298,0,94.9586,319.859,885.102,27.5151,352.438,855.129
299,0,94.943,319.889,885.031,27.4671,352.513,855.112
300,0,94.9489,319.951,884.982,27.4489,352.527,855.072
